1000,1
2000,0
3000,1
4000,1
5000,11
6000,0
7000,1
8000,1
9000,1
10000,1
11000,1
12000,1
13000,1
14000,1
15000,11
16000,5
17000,2
18000,5
19000,2
20000,2
21000,2
22000,2
23000,26
24000,2
25000,2
26000,3
27000,3
28000,3
29000,2
30000,15
31000,3
32000,70
33000,24
34000,3
35000,3
36000,3
37000,4
38000,3
39000,4
40000,12
41000,21
42000,4
43000,6
44000,4
45000,5
46000,4
47000,5
48000,5
49000,5
50000,20
51000,21
52000,5
53000,5
54000,6
55000,5
56000,7
57000,6
58000,5
59000,6
60000,14
61000,23
62000,5
63000,6
64000,7
65000,6
66000,7
67000,6
68000,6
69000,6
70000,33
71000,12
72000,10
73000,8
74000,7
75000,7
76000,7
77000,8
78000,7
79000,8
80000,15
81000,24
82000,8
83000,8
84000,13
85000,10
86000,10
87000,8
88000,14
89000,7
90000,34
91000,8
92000,10
93000,8
94000,9
95000,8
96000,9
97000,10
98000,8
99000,8
100000,37
101000,9
102000,10
103000,10
104000,9
105000,9
106000,10
107000,9
108000,9
109000,10
110000,40
111000,10
112000,11
113000,10
114000,10
115000,23
116000,12
117000,11
118000,10
119000,11
120000,53
121000,11
122000,10
123000,14
124000,16
125000,14
126000,11
127000,11
128000,12
129000,11
130000,31
131000,48
132000,11
133000,12
134000,12
135000,12
136000,12
137000,13
138000,13
139000,12
140000,28
141000,45
142000,13
143000,13
144000,13
145000,25
146000,14
147000,13
148000,14
149000,13
150000,46
151000,15
152000,14
153000,14
154000,14
155000,14
156000,14
157000,14
158000,15
159000,17
160000,46
161000,15
162000,14
163000,15
164000,14
165000,14
166000,15
167000,15
168000,15
169000,15
170000,47
171000,25
172000,15
173000,47
174000,36
175000,32
176000,34
177000,32
178000,30
179000,44
180000,69
181000,34
182000,30
183000,35
184000,33
185000,54
186000,50
187000,37
188000,32
189000,29
190000,43
191000,17
192000,17
193000,18
194000,18
195000,18
196000,17
197000,17
198000,17
199000,18
200000,48
201000,21
202000,18
203000,18
204000,18
205000,18
206000,34
207000,19
208000,19
209000,19
210000,49
211000,20
212000,22
213000,20
214000,163
215000,62
216000,57
217000,75
218000,66
219000,58
220000,89
221000,59
222000,64
223000,58
224000,69
225000,71
226000,56
227000,99
228000,38
229000,40
230000,100
231000,41
232000,43
233000,46
234000,62
235000,47
236000,42
237000,85
238000,68
239000,43
240000,71
241000,64
242000,109
243000,84
244000,95
245000,47
246000,61
247000,48
248000,23
249000,23
250000,85
251000,23
252000,24
253000,23
254000,27
255000,25
256000,23
257000,23
258000,23
259000,24
260000,48
261000,25
262000,24
263000,27
264000,108
265000,182
266000,59
267000,41
268000,24
269000,27
270000,56
271000,51
272000,56
273000,27
274000,25
275000,38
276000,27
277000,24
278000,25
279000,29
280000,49
281000,25
282000,25
283000,26
284000,27
285000,28
286000,28
287000,26
288000,26
289000,30
290000,53
291000,25
292000,42
293000,28
294000,26
295000,26
296000,27
297000,49
298000,26
299000,27
300000,56
301000,41
302000,27
303000,28
304000,27
305000,27
306000,27
307000,27
308000,76
309000,147
310000,62
311000,34
312000,42
313000,97
314000,70
315000,112
316000,75
317000,62
318000,58
319000,80
320000,41
321000,30
322000,30
323000,41
324000,33
325000,30
326000,29
327000,31
328000,29
329000,33
330000,47
331000,30
332000,30
333000,32
334000,29
335000,30
336000,31
337000,30
338000,56
339000,49
340000,92
341000,47
342000,30
343000,30
344000,32
345000,34
346000,34
347000,36
348000,145
349000,55
350000,103
351000,207
352000,165
353000,80
354000,69
355000,65
356000,70
357000,236
358000,153
359000,143
360000,123
361000,71
362000,93
363000,67
364000,77
365000,33
366000,35
367000,57
368000,79
369000,34
370000,60
371000,36
372000,41
373000,34
374000,34
375000,35
376000,38
377000,46
378000,38
379000,37
380000,87
381000,37
382000,43
383000,69
384000,40
385000,50
386000,58
387000,36
388000,36
389000,72
390000,74
391000,47
392000,60
393000,58
394000,63
395000,86
396000,145
397000,78
398000,37
399000,38
400000,114
401000,76
402000,76
403000,50
404000,37
405000,68
406000,39
407000,37
408000,38
409000,36
410000,75
411000,57
412000,39
413000,37
414000,37
415000,46
416000,38
417000,37
418000,36
419000,39
420000,74
421000,96
422000,115
423000,147
424000,41
425000,109
426000,94
427000,76
428000,59
429000,39
430000,126
431000,100
432000,38
433000,40
434000,79
435000,39
436000,55
437000,60
438000,40
439000,56
440000,101
441000,79
442000,49
443000,60
444000,72
445000,40
446000,67
447000,46
448000,39
449000,77
450000,84
451000,76
452000,40
453000,53
454000,48
455000,65
456000,41
457000,84
458000,46
459000,88
460000,98
461000,108
462000,43
463000,56
464000,64
465000,48
466000,76
467000,49
468000,57
469000,60
470000,55
471000,79
472000,44
473000,43
474000,83
475000,42
476000,88
477000,47
478000,43
479000,80
480000,57
481000,54
482000,74
483000,44
484000,88
485000,43
486000,60
487000,65
488000,45
489000,81
490000,62
491000,51
492000,75
493000,52
494000,80
495000,45
496000,64
497000,62
498000,46
499000,106
500000,60
501000,79
502000,48
503000,44
504000,86
505000,45
506000,80
507000,47
508000,59
509000,76
510000,61
511000,84
512000,47
513000,83
514000,46
515000,54
516000,78
517000,46
518000,94
519000,47
520000,103
521000,49
522000,80
523000,51
524000,55
525000,76
526000,46
527000,83
528000,49
529000,47
530000,126
531000,48
532000,54
533000,87
534000,49
535000,81
536000,77
537000,73
538000,48
539000,84
540000,77
541000,87
542000,49
543000,88
544000,49
545000,62
546000,74
547000,56
548000,81
549000,63
550000,90
551000,49
552000,87
553000,49
554000,81
555000,61
556000,76
557000,61
558000,71
559000,58
560000,67
561000,74
562000,54
563000,90
564000,50
565000,85
566000,51
567000,82
568000,51
569000,82
570000,76
571000,68
572000,94
573000,57
574000,97
575000,51
576000,98
577000,63
578000,92
579000,61
580000,106
581000,61
582000,88
583000,72
584000,82
585000,86
586000,57
587000,86
588000,55
589000,93
590000,79
591000,69
592000,75
593000,72
594000,74
595000,92
596000,55
597000,97
598000,55
599000,92
600000,69
601000,96
602000,53
603000,131
604000,105
605000,54
606000,97
607000,57
608000,93
609000,57
610000,122
611000,53
612000,96
613000,71
614000,81
615000,83
616000,147
617000,58
618000,59
619000,58
620000,85
621000,58
622000,56
623000,80
624000,58
625000,59
626000,75
627000,59
628000,118
629000,55
630000,96
631000,60
632000,56
633000,77
634000,56
635000,58
636000,72
637000,57
638000,81
639000,57
640000,76
641000,75
642000,58
643000,57
644000,75
645000,57
646000,100
647000,75
648000,74
649000,95
650000,75
651000,97
652000,69
653000,99
654000,93
655000,59
656000,96
657000,58
658000,96
659000,67
660000,102
661000,58
662000,92
663000,58
664000,83
665000,65
666000,94
667000,82
668000,99
669000,81
670000,114
671000,107
